engagement_id,member_id,record_date,check_ins_count,app_logins_count,classes_attended,trainer_sessions,engagement_score,last_visit_date,at_risk_flag,churn_probability
ENG00001817,MEM000111,2024-06-28,5,46,11,3,100.0,2024-06-18,No,0.0
ENG00001818,MEM001723,2024-04-12,10,8,15,2,100.0,2024-03-14,No,0.0
ENG00001819,MEM000810,2024-05-22,11,23,11,1,98.5,2024-04-30,No,0.01
ENG00001820,MEM002353,2024-05-25,24,35,0,3,95.5,2024-05-18,No,0.04
ENG00001821,MEM000369,2024-12-12,10,13,10,0,76.5,2024-12-04,No,0.23
ENG00001822,MEM000527,2024-01-19,9,44,12,7,100.0,2024-01-15,No,0.0
ENG00001823,MEM000240,2024-07-08,2,39,5,6,100.0,2024-06-18,No,0.0
ENG00001824,MEM001346,2024-03-28,8,28,1,5,85.0,2024-03-05,No,0.15
ENG00001825,MEM000142,2024-09-12,2,0,12,2,84.0,2024-08-15,No,0.16
ENG00001826,MEM000217,2024-11-08,5,1,1,7,85.5,2024-10-20,No,0.14
ENG00001827,MEM001091,2024-06-06,3,35,11,1,88.5,2024-06-03,No,0.12
ENG00001828,MEM001243,2024-12-10,18,47,3,8,100.0,2024-11-17,No,0.0
ENG00001829,MEM000963,2024-06-05,22,40,12,2,100.0,2024-05-09,No,0.0
ENG00001830,MEM001627,2024-11-11,2,9,9,2,73.5,2024-11-02,No,0.27
ENG00001831,MEM000180,2024-04-12,7,3,9,4,100.0,2024-03-28,No,0.0
ENG00001832,MEM001209,2024-09-05,27,20,9,3,100.0,2024-08-14,No,0.0
ENG00001833,MEM001855,2024-08-31,11,7,1,5,80.5,2024-08-27,No,0.2
ENG00001834,MEM001972,2024-01-25,1,10,4,3,57.0,2023-12-30,No,0.43
ENG00001835,MEM001482,2024-11-15,29,0,10,6,100.0,2024-10-23,No,0.0
ENG00001836,MEM001721,2024-01-06,26,47,1,3,100.0,2023-12-09,No,0.0
ENG00001837,MEM001901,2024-10-17,2,8,13,7,100.0,2024-09-20,No,0.0
ENG00001838,MEM001613,2024-02-04,8,8,3,2,55.0,2024-01-20,No,0.45
ENG00001839,MEM000461,2024-02-14,22,3,1,0,50.5,2024-01-25,No,0.49
ENG00001840,MEM001613,2024-03-30,1,8,12,1,76.0,2024-03-18,No,0.24
ENG00001841,MEM000923,2024-05-26,20,7,2,4,93.5,2024-05-14,No,0.07
ENG00001842,MEM000878,2024-11-25,21,31,3,3,100.0,2024-11-08,No,0.0
ENG00001843,MEM000302,2024-04-15,14,39,14,4,100.0,2024-03-17,No,0.0
ENG00001844,MEM000524,2024-06-08,22,10,11,8,100.0,2024-05-09,No,0.0
ENG00001845,MEM001038,2024-09-08,2,4,5,5,81.0,2024-08-12,No,0.19
ENG00001846,MEM001515,2024-02-19,21,41,3,3,100.0,2024-02-10,No,0.0
ENG00001847,MEM000357,2024-06-09,0,30,3,0,30.0,2024-06-08,No,0.7
ENG00001848,MEM002015,2024-09-02,21,22,8,5,100.0,2024-08-13,No,0.0
ENG00001849,MEM001210,2024-01-06,15,46,11,4,100.0,2023-12-28,No,0.0
ENG00001850,MEM001430,2024-05-22,14,23,7,5,100.0,2024-05-06,No,0.0
ENG00001851,MEM000033,2024-10-06,10,37,12,7,100.0,2024-09-10,No,0.0
ENG00001852,MEM001332,2024-11-30,18,49,7,7,100.0,2024-11-14,No,0.0
ENG00001853,MEM001643,2024-03-12,11,47,2,6,100.0,2024-02-15,No,0.0
ENG00001854,MEM000455,2024-04-09,3,21,6,2,66.5,2024-04-06,No,0.34
ENG00001855,MEM001384,2024-07-10,9,36,13,6,100.0,2024-07-02,No,0.0
ENG00001856,MEM001370,2024-03-10,30,23,9,5,100.0,2024-02-27,No,0.0
ENG00001857,MEM002203,2024-12-07,26,17,5,0,85.5,2024-11-12,No,0.14
ENG00001858,MEM001257,2024-10-02,18,11,15,7,100.0,2024-09-12,No,0.0
ENG00001859,MEM000626,2024-11-21,27,25,14,4,100.0,2024-11-16,No,0.0
ENG00001860,MEM001755,2024-03-26,15,3,0,4,71.5,2024-03-07,No,0.28
ENG00001861,MEM002000,2024-02-16,1,32,6,1,58.0,2024-01-31,No,0.42
ENG00001862,MEM001942,2024-08-07,18,44,14,8,100.0,2024-08-01,No,0.0
ENG00001863,MEM002499,2024-02-22,23,15,2,6,100.0,2024-01-31,No,0.0
ENG00001864,MEM002485,2024-03-24,16,35,2,6,100.0,2024-03-23,No,0.0
ENG00001865,MEM001879,2024-11-30,10,20,7,6,100.0,2024-11-26,No,0.0
ENG00001866,MEM001319,2024-10-03,5,6,0,1,23.0,2024-09-11,No,0.77
ENG00001867,MEM001811,2024-11-01,27,22,14,8,100.0,2024-10-17,No,0.0
ENG00001868,MEM000645,2024-12-04,12,24,9,6,100.0,2024-11-24,No,0.0
ENG00001869,MEM001534,2024-02-17,14,37,7,2,100.0,2024-01-28,No,0.0
ENG00001870,MEM001295,2024-07-20,20,15,0,8,100.0,2024-06-21,No,0.0
ENG00001871,MEM002412,2024-01-14,9,9,3,6,97.5,2023-12-21,No,0.03
ENG00001872,MEM001455,2024-10-20,13,21,14,4,100.0,2024-10-18,No,0.0
ENG00001873,MEM002318,2024-07-11,16,29,9,5,100.0,2024-06-28,No,0.0
ENG00001874,MEM000512,2024-03-15,3,45,7,2,83.5,2024-02-14,No,0.17
ENG00001875,MEM000251,2024-08-19,25,27,3,3,100.0,2024-07-22,No,0.0
ENG00001876,MEM000648,2024-01-28,15,6,0,5,83.0,2024-01-28,No,0.17
ENG00001877,MEM001841,2024-02-15,7,37,9,3,100.0,2024-02-12,No,0.0
ENG00001878,MEM000869,2024-09-23,16,50,1,6,100.0,2024-09-07,No,0.0
ENG00001879,MEM001282,2024-06-08,3,23,14,8,100.0,2024-06-07,No,0.0
ENG00001880,MEM000633,2024-01-09,25,12,2,1,76.0,2023-12-15,No,0.24
ENG00001881,MEM001501,2024-05-03,22,17,6,1,92.5,2024-04-28,No,0.07
ENG00001882,MEM002450,2024-04-11,1,36,12,8,100.0,2024-03-24,No,0.0
ENG00001883,MEM000536,2024-08-29,17,14,10,0,91.0,2024-08-15,No,0.09
ENG00001884,MEM002403,2024-10-09,10,36,2,6,100.0,2024-09-10,No,0.0
ENG00001885,MEM001147,2024-04-09,11,50,6,3,100.0,2024-03-10,No,0.0
ENG00001886,MEM001734,2024-10-04,4,36,8,8,100.0,2024-09-14,No,0.0
ENG00001887,MEM002071,2024-04-16,26,37,11,5,100.0,2024-04-15,No,0.0
ENG00001888,MEM001563,2024-09-12,25,0,0,7,100.0,2024-08-19,No,0.0
ENG00001889,MEM000407,2024-08-20,17,32,11,1,100.0,2024-08-16,No,0.0
ENG00001890,MEM000749,2024-02-27,24,10,10,4,100.0,2024-01-30,No,0.0
ENG00001891,MEM001734,2024-07-01,0,4,6,1,42.0,2024-06-06,No,0.58
ENG00001892,MEM002371,2024-02-27,11,44,11,2,100.0,2024-02-09,No,0.0
ENG00001893,MEM001413,2024-08-20,23,39,11,1,100.0,2024-08-11,No,0.0
ENG00001894,MEM001473,2024-05-10,29,0,15,1,100.0,2024-04-16,No,0.0
ENG00001895,MEM001370,2024-09-24,22,15,3,2,86.5,2024-09-18,No,0.14
ENG00001896,MEM001703,2024-11-17,5,25,10,1,82.5,2024-11-05,No,0.17
ENG00001897,MEM001178,2024-10-28,15,21,11,0,95.5,2024-10-27,No,0.04
ENG00001898,MEM001230,2024-03-10,16,11,15,5,100.0,2024-03-03,No,0.0
ENG00001899,MEM000918,2024-08-13,10,44,6,7,100.0,2024-08-05,No,0.0
ENG00001900,MEM002499,2024-10-16,24,17,15,2,100.0,2024-10-09,No,0.0
ENG00001901,MEM001688,2024-03-28,11,22,3,8,100.0,2024-03-01,No,0.0
ENG00001902,MEM001551,2024-01-15,11,34,5,3,94.0,2023-12-23,No,0.06
ENG00001903,MEM000486,2024-08-10,29,3,10,6,100.0,2024-07-26,No,0.0
ENG00001904,MEM002153,2024-11-16,9,36,14,7,100.0,2024-11-12,No,0.0
ENG00001905,MEM001896,2024-05-13,22,17,10,3,100.0,2024-04-19,No,0.0
ENG00001906,MEM001031,2024-11-24,10,5,0,3,52.5,2024-11-05,No,0.47
ENG00001907,MEM000316,2024-06-06,28,12,9,3,100.0,2024-05-09,No,0.0
ENG00001908,MEM000163,2024-12-05,28,16,9,2,100.0,2024-11-14,No,0.0
ENG00001909,MEM000107,2024-05-28,15,42,8,4,100.0,2024-05-13,No,0.0
ENG00001910,MEM000432,2024-08-29,11,22,14,4,100.0,2024-08-29,No,0.0
ENG00001911,MEM001763,2024-02-04,12,8,9,7,100.0,2024-01-24,No,0.0
ENG00001912,MEM000807,2024-11-08,8,47,6,4,100.0,2024-10-30,No,0.0
ENG00001913,MEM001750,2024-09-16,1,35,12,0,79.5,2024-09-13,No,0.2
ENG00001914,MEM000058,2024-03-03,30,7,6,1,100.0,2024-02-22,No,0.0
ENG00001915,MEM001375,2024-04-03,0,10,7,3,70.0,2024-03-10,No,0.3
ENG00001916,MEM000953,2024-01-19,9,15,1,7,100.0,2024-01-15,No,0.0
ENG00001917,MEM001012,2024-08-27,21,20,13,7,100.0,2024-08-07,No,0.0
ENG00001918,MEM000029,2024-06-21,25,43,15,8,100.0,2024-05-28,No,0.0
ENG00001919,MEM000767,2024-04-09,8,40,1,6,100.0,2024-03-19,No,0.0
ENG00001920,MEM000782,2024-07-18,29,8,0,4,100.0,2024-07-17,No,0.0
ENG00001921,MEM001118,2024-10-08,30,48,13,2,100.0,2024-09-11,No,0.0
ENG00001922,MEM000046,2024-12-09,23,15,10,3,100.0,2024-12-03,No,0.0
ENG00001923,MEM001805,2024-11-05,1,41,7,4,97.5,2024-10-15,No,0.03
ENG00001924,MEM001078,2024-04-15,10,5,5,3,77.5,2024-03-18,No,0.23
ENG00001925,MEM001104,2024-10-20,19,31,9,1,100.0,2024-10-06,No,0.0
ENG00001926,MEM000422,2024-10-27,12,37,6,4,100.0,2024-10-21,No,0.0
ENG00001927,MEM002193,2024-11-08,18,47,6,2,100.0,2024-10-25,No,0.0
ENG00001928,MEM000675,2024-07-31,5,19,5,5,94.5,2024-07-29,No,0.06
ENG00001929,MEM001286,2024-08-21,2,20,3,7,99.0,2024-08-06,No,0.01
ENG00001930,MEM002063,2024-06-13,20,19,11,8,100.0,2024-05-27,No,0.0
ENG00001931,MEM000205,2024-06-20,20,23,14,5,100.0,2024-06-19,No,0.0
ENG00001932,MEM000502,2024-05-23,4,6,6,2,61.0,2024-05-08,No,0.39
ENG00001933,MEM000473,2024-12-16,13,34,10,8,100.0,2024-12-15,No,0.0
ENG00001934,MEM001376,2024-06-03,12,41,0,5,94.5,2024-06-02,No,0.06
ENG00001935,MEM000649,2024-11-08,22,21,6,4,100.0,2024-10-19,No,0.0
ENG00001936,MEM000893,2024-04-13,1,26,10,0,65.0,2024-04-08,No,0.35
ENG00001937,MEM000718,2024-01-18,29,28,15,1,100.0,2024-01-11,No,0.0
ENG00001938,MEM000320,2024-01-27,9,17,12,2,100.0,2023-12-31,No,0.0
ENG00001939,MEM000488,2024-04-30,26,47,13,4,100.0,2024-04-05,No,0.0
ENG00001940,MEM001338,2024-03-23,21,24,7,8,100.0,2024-03-03,No,0.0
ENG00001941,MEM001973,2024-06-15,23,45,9,8,100.0,2024-06-03,No,0.0
ENG00001942,MEM001312,2024-02-13,9,49,12,0,100.0,2024-02-09,No,0.0
ENG00001943,MEM002281,2024-10-14,4,27,3,7,100.0,2024-09-16,No,0.0
ENG00001944,MEM001327,2024-06-07,26,3,2,5,100.0,2024-05-31,No,0.0
ENG00001945,MEM000675,2024-03-24,20,23,12,6,100.0,2024-02-26,No,0.0
ENG00001946,MEM000826,2024-03-05,26,2,8,4,100.0,2024-03-05,No,0.0
ENG00001947,MEM002434,2024-05-30,16,11,1,7,100.0,2024-05-05,No,0.0
ENG00001948,MEM001029,2024-11-13,16,45,14,1,100.0,2024-10-14,No,0.0
ENG00001949,MEM002305,2024-09-07,0,30,5,6,100.0,2024-08-15,No,0.0
ENG00001950,MEM001173,2024-01-23,25,10,14,0,100.0,2024-01-18,No,0.0
ENG00001951,MEM000433,2024-03-23,12,33,6,0,70.5,2024-03-07,No,0.29
ENG00001952,MEM001114,2024-06-08,25,42,4,3,100.0,2024-05-17,No,0.0
ENG00001953,MEM002217,2024-03-31,2,48,7,2,83.0,2024-03-30,No,0.17
ENG00001954,MEM000061,2024-07-25,28,48,9,3,100.0,2024-07-18,No,0.0
ENG00001955,MEM000588,2024-04-06,7,17,2,4,72.5,2024-03-18,No,0.28
ENG00001956,MEM000197,2024-10-07,5,31,2,4,75.5,2024-09-29,No,0.24
ENG00001957,MEM002362,2024-09-01,13,34,3,6,100.0,2024-08-06,No,0.0
ENG00001958,MEM001230,2024-01-06,28,12,0,6,100.0,2023-12-29,No,0.0
ENG00001959,MEM001327,2024-08-14,6,24,1,6,89.0,2024-08-03,No,0.11
ENG00001960,MEM000693,2024-08-23,3,25,8,5,100.0,2024-07-28,No,0.0
ENG00001961,MEM000807,2024-08-02,5,31,0,5,75.5,2024-07-16,No,0.24
ENG00001962,MEM001069,2024-07-03,26,43,10,3,100.0,2024-06-15,No,0.0
ENG00001963,MEM001384,2024-09-20,20,1,3,6,100.0,2024-09-16,No,0.0
ENG00001964,MEM001989,2024-07-22,3,50,6,1,71.0,2024-07-09,No,0.29
ENG00001965,MEM000153,2024-12-08,7,49,2,7,100.0,2024-11-15,No,0.0
ENG00001966,MEM000882,2024-10-31,0,24,13,1,87.0,2024-10-04,No,0.13
ENG00001967,MEM000624,2024-02-09,21,43,6,1,100.0,2024-01-23,No,0.0
ENG00001968,MEM000828,2024-10-22,8,9,5,2,65.5,2024-10-17,No,0.34
ENG00001969,MEM002052,2024-06-16,17,15,3,7,100.0,2024-06-05,No,0.0
ENG00001970,MEM000285,2024-01-16,26,25,11,1,100.0,2024-01-02,No,0.0
ENG00001971,MEM001772,2024-09-08,15,40,5,5,100.0,2024-08-27,No,0.0
ENG00001972,MEM001434,2024-05-08,24,44,10,4,100.0,2024-04-26,No,0.0
ENG00001973,MEM000608,2024-08-20,17,11,10,2,100.0,2024-07-26,No,0.0
ENG00001974,MEM001643,2024-12-03,9,22,8,3,99.0,2024-11-24,No,0.01
ENG00001975,MEM001000,2024-10-20,16,8,13,7,100.0,2024-09-22,No,0.0
ENG00001976,MEM002211,2024-09-01,17,27,12,8,100.0,2024-08-03,No,0.0
ENG00001977,MEM001306,2024-05-06,16,11,6,4,100.0,2024-04-12,No,0.0
ENG00001978,MEM001399,2024-02-08,9,43,2,1,59.5,2024-01-14,No,0.41
ENG00001979,MEM001798,2024-06-30,20,29,3,8,100.0,2024-05-31,No,0.0
ENG00001980,MEM000221,2024-07-30,12,19,5,7,100.0,2024-07-13,No,0.0
ENG00001981,MEM002224,2024-09-02,12,44,3,2,81.0,2024-08-16,No,0.19
ENG00001982,MEM000662,2024-08-02,4,14,1,7,90.0,2024-07-24,No,0.1
ENG00001983,MEM002212,2024-10-23,26,30,11,4,100.0,2024-10-12,No,0.0
ENG00001984,MEM000671,2024-10-06,25,34,10,2,100.0,2024-10-05,No,0.0
ENG00001985,MEM000608,2024-08-26,2,30,0,4,59.0,2024-07-28,No,0.41
ENG00001986,MEM001558,2024-08-24,2,24,1,3,51.0,2024-08-06,No,0.49
ENG00001987,MEM002116,2024-04-21,21,44,2,2,94.0,2024-04-05,No,0.06
ENG00001988,MEM002023,2024-01-28,28,46,0,1,89.0,2024-01-20,No,0.11
ENG00001989,MEM002485,2024-03-22,10,14,2,5,87.0,2024-03-20,No,0.13
ENG00001990,MEM000374,2024-05-12,10,22,10,1,91.0,2024-04-28,No,0.09
ENG00001991,MEM000889,2024-07-22,6,14,4,1,49.0,2024-07-21,No,0.51
ENG00001992,MEM000862,2024-08-27,4,7,12,0,71.5,2024-08-02,No,0.28
ENG00001993,MEM001659,2024-03-20,4,44,15,5,100.0,2024-03-20,No,0.0
ENG00001994,MEM000890,2024-05-07,13,1,8,4,100.0,2024-05-06,No,0.0
ENG00001995,MEM000188,2024-04-01,12,47,6,2,97.5,2024-03-16,No,0.03
ENG00001996,MEM002112,2024-05-22,1,10,9,6,100.0,2024-05-02,No,0.0
ENG00001997,MEM002474,2024-01-20,16,19,15,2,100.0,2024-01-10,No,0.0
ENG00001998,MEM001684,2024-10-07,9,21,7,2,83.5,2024-09-23,No,0.17
ENG00001999,MEM000123,2024-07-16,25,36,9,5,100.0,2024-07-13,No,0.0
ENG00002000,MEM000984,2024-10-21,13,48,1,0,55.0,2024-10-06,No,0.45
ENG00002001,MEM001098,2024-01-10,9,48,3,5,100.0,2023-12-28,No,0.0
ENG00002002,MEM000127,2024-01-21,23,16,6,1,94.0,2024-01-16,No,0.06
ENG00002003,MEM002028,2024-02-19,6,42,8,6,100.0,2024-01-24,No,0.0
ENG00002004,MEM000051,2024-01-05,12,15,0,3,61.5,2023-12-07,No,0.39
ENG00002005,MEM000021,2024-06-15,2,50,12,4,100.0,2024-06-05,No,0.0
ENG00002006,MEM000519,2024-01-31,2,46,9,1,82.0,2024-01-12,No,0.18
ENG00002007,MEM000204,2024-10-23,27,1,10,7,100.0,2024-10-18,No,0.0
ENG00002008,MEM000519,2024-03-20,24,23,1,8,100.0,2024-02-28,No,0.0
ENG00002009,MEM001292,2024-10-22,18,25,11,2,100.0,2024-09-25,No,0.0
ENG00002010,MEM002161,2024-03-24,1,44,12,3,100.0,2024-02-28,No,0.0
ENG00002011,MEM002306,2024-01-27,21,9,0,1,56.5,2024-01-26,No,0.43
ENG00002012,MEM001950,2024-01-31,23,18,8,0,95.0,2024-01-07,No,0.05
ENG00002013,MEM001600,2024-07-20,8,4,5,8,100.0,2024-06-24,No,0.0
ENG00002014,MEM000653,2024-03-16,20,10,10,8,100.0,2024-03-04,No,0.0
ENG00002015,MEM001501,2024-02-29,6,48,4,8,100.0,2024-02-29,No,0.0
ENG00002016,MEM000224,2024-11-24,1,2,14,7,100.0,2024-10-29,No,0.0
ENG00002017,MEM000671,2024-05-26,14,14,7,5,100.0,2024-05-15,No,0.0
ENG00002018,MEM002247,2024-11-13,3,20,15,6,100.0,2024-11-02,No,0.0
ENG00002019,MEM000079,2024-05-30,10,43,8,0,81.5,2024-05-12,No,0.18
ENG00002020,MEM001531,2024-12-12,26,33,3,5,100.0,2024-11-29,No,0.0
ENG00002021,MEM001343,2024-03-02,16,35,1,0,54.5,2024-02-16,No,0.46
ENG00002022,MEM001188,2024-01-30,18,13,0,8,100.0,2024-01-10,No,0.0
ENG00002023,MEM001844,2024-09-25,29,24,1,1,85.0,2024-09-20,No,0.15
ENG00002024,MEM002041,2024-04-11,4,46,0,7,100.0,2024-04-04,No,0.0
ENG00002025,MEM000819,2024-04-23,16,2,11,4,100.0,2024-04-02,No,0.0
ENG00002026,MEM001838,2024-07-09,17,17,11,0,97.5,2024-06-26,No,0.03
ENG00002027,MEM002156,2024-04-18,20,5,5,0,67.5,2024-04-08,No,0.33
ENG00002028,MEM000565,2024-03-04,21,11,5,2,92.5,2024-02-29,No,0.07
ENG00002029,MEM001401,2024-12-16,5,39,15,2,100.0,2024-11-20,No,0.0
ENG00002030,MEM002193,2024-02-28,8,38,14,5,100.0,2024-02-14,No,0.0
ENG00002031,MEM000746,2024-07-25,1,50,15,2,100.0,2024-07-04,No,0.0
ENG00002032,MEM001830,2024-12-13,7,27,5,0,52.5,2024-12-06,No,0.47
ENG00002033,MEM001600,2024-11-23,4,37,0,0,26.5,2024-11-20,No,0.73
ENG00002034,MEM002239,2024-02-24,11,9,11,3,100.0,2024-02-01,No,0.0
ENG00002035,MEM000851,2024-08-20,2,25,2,3,56.5,2024-08-10,No,0.43
ENG00002036,MEM001807,2024-11-08,5,43,8,1,81.5,2024-10-30,No,0.18
ENG00002037,MEM000274,2024-08-24,15,5,1,1,47.5,2024-08-09,No,0.53
ENG00002038,MEM000336,2024-07-11,13,3,12,3,100.0,2024-07-10,No,0.0
ENG00002039,MEM000646,2024-10-08,9,43,9,8,100.0,2024-09-08,No,0.0
ENG00002040,MEM001052,2024-02-07,2,5,11,6,100.0,2024-01-31,No,0.0
ENG00002041,MEM002067,2024-05-24,7,40,11,0,89.0,2024-05-13,No,0.11
ENG00002042,MEM000022,2024-04-24,26,36,6,5,100.0,2024-04-16,No,0.0
ENG00002043,MEM000577,2024-03-05,12,39,12,6,100.0,2024-02-28,No,0.0
ENG00002044,MEM000545,2024-05-10,19,33,7,6,100.0,2024-04-30,No,0.0
ENG00002045,MEM000650,2024-10-20,28,14,0,2,83.0,2024-09-30,No,0.17
ENG00002046,MEM000488,2024-05-10,28,28,12,1,100.0,2024-04-14,No,0.0
ENG00002047,MEM002320,2024-08-27,9,4,13,4,100.0,2024-08-27,No,0.0
ENG00002048,MEM002179,2024-03-03,4,4,12,5,100.0,2024-02-05,No,0.0
ENG00002049,MEM001734,2024-09-10,25,21,8,1,100.0,2024-08-11,No,0.0
ENG00002050,MEM001280,2024-07-03,4,6,2,3,51.0,2024-06-09,No,0.49
ENG00002051,MEM001410,2024-07-25,18,23,14,2,100.0,2024-07-05,No,0.0
ENG00002052,MEM000498,2024-04-07,9,10,4,2,63.0,2024-03-10,No,0.37
ENG00002053,MEM001898,2024-09-26,19,34,5,2,100.0,2024-09-15,No,0.0
ENG00002054,MEM000575,2024-11-11,22,12,3,5,100.0,2024-10-28,No,0.0
ENG00002055,MEM001494,2024-12-04,22,45,13,0,100.0,2024-11-04,No,0.0
ENG00002056,MEM000791,2024-11-23,29,14,7,4,100.0,2024-11-19,No,0.0
ENG00002057,MEM001819,2024-03-31,16,33,13,1,100.0,2024-03-11,No,0.0
ENG00002058,MEM000329,2024-07-24,2,12,4,1,40.0,2024-07-10,No,0.6
ENG00002059,MEM002015,2024-02-04,4,32,13,7,100.0,2024-01-19,No,0.0
ENG00002060,MEM001732,2024-03-30,0,3,12,5,100.0,2024-03-19,No,0.0
ENG00002061,MEM002454,2024-07-01,3,21,3,2,51.5,2024-06-10,No,0.48
ENG00002062,MEM000141,2024-01-25,23,27,9,5,100.0,2024-01-02,No,0.0
ENG00002063,MEM001418,2024-12-15,3,11,7,0,46.5,2024-12-13,No,0.54
ENG00002064,MEM000760,2024-11-03,13,35,4,6,100.0,2024-10-09,No,0.0
ENG00002065,MEM000201,2024-01-08,29,21,5,2,100.0,2023-12-20,No,0.0
ENG00002066,MEM002026,2024-01-21,7,20,13,3,100.0,2024-01-10,No,0.0
ENG00002067,MEM002424,2024-03-21,13,8,14,1,100.0,2024-02-29,No,0.0
ENG00002068,MEM000774,2024-07-09,4,13,4,7,100.0,2024-07-09,No,0.0
ENG00002069,MEM001707,2024-04-09,13,21,14,8,100.0,2024-03-18,No,0.0
ENG00002070,MEM001376,2024-02-26,19,13,5,8,100.0,2024-02-10,No,0.0
ENG00002071,MEM001444,2024-02-07,19,5,10,0,90.5,2024-02-01,No,0.1
ENG00002072,MEM000440,2024-11-26,27,12,11,4,100.0,2024-11-11,No,0.0
ENG00002073,MEM001707,2024-03-14,9,3,12,2,99.5,2024-03-05,No,0.01
ENG00002074,MEM000533,2024-01-24,13,39,14,0,100.0,2024-01-09,No,0.0
ENG00002075,MEM002096,2024-07-03,18,7,12,0,99.5,2024-06-26,No,0.01
ENG00002076,MEM000218,2024-06-20,14,38,15,1,100.0,2024-05-21,No,0.0
ENG00002077,MEM001327,2024-05-23,12,28,4,7,100.0,2024-05-09,No,0.0
ENG00002078,MEM001930,2024-10-29,19,4,3,6,100.0,2024-10-29,No,0.0
ENG00002079,MEM000213,2024-02-03,3,4,0,1,18.0,2024-01-29,Yes,0.82
ENG00002080,MEM000993,2024-11-12,6,5,5,2,59.5,2024-10-21,No,0.41
ENG00002081,MEM001269,2024-03-10,1,24,15,8,100.0,2024-03-07,No,0.0
ENG00002082,MEM000595,2024-05-07,20,38,6,6,100.0,2024-04-30,No,0.0
ENG00002083,MEM002098,2024-06-23,30,20,15,3,100.0,2024-06-03,No,0.0
ENG00002084,MEM002430,2024-01-30,20,47,10,4,100.0,2024-01-08,No,0.0
ENG00002085,MEM000088,2024-01-01,21,4,5,8,100.0,2023-12-21,No,0.0
ENG00002086,MEM000875,2024-10-15,12,31,2,1,59.5,2024-09-17,No,0.41
ENG00002087,MEM001778,2024-10-16,22,5,14,3,100.0,2024-10-10,No,0.0
ENG00002088,MEM002352,2024-01-14,23,36,10,6,100.0,2023-12-17,No,0.0
ENG00002089,MEM002102,2024-03-09,3,46,5,6,100.0,2024-02-20,No,0.0
ENG00002090,MEM001867,2024-02-18,17,24,0,4,86.0,2024-02-17,No,0.14
ENG00002091,MEM001701,2024-10-17,13,12,8,1,82.0,2024-09-27,No,0.18
ENG00002092,MEM002204,2024-07-09,16,36,0,1,60.0,2024-06-18,No,0.4
ENG00002093,MEM001508,2024-10-22,6,1,11,6,100.0,2024-09-28,No,0.0
ENG00002094,MEM000906,2024-11-19,1,30,1,2,42.0,2024-10-30,No,0.58
ENG00002095,MEM001986,2024-08-18,25,24,13,3,100.0,2024-08-12,No,0.0
ENG00002096,MEM002170,2024-10-02,12,7,14,7,100.0,2024-09-25,No,0.0
ENG00002097,MEM000604,2024-07-27,9,15,15,8,100.0,2024-07-21,No,0.0
ENG00002098,MEM000743,2024-01-17,7,18,8,2,83.0,2024-01-09,No,0.17
ENG00002099,MEM000932,2024-11-24,12,15,14,8,100.0,2024-10-28,No,0.0
ENG00002100,MEM001449,2024-06-23,20,0,2,0,50.0,2024-05-28,No,0.5
ENG00002101,MEM001016,2024-10-24,29,15,7,3,100.0,2024-10-18,No,0.0
ENG00002102,MEM001065,2024-11-28,18,3,8,5,100.0,2024-11-15,No,0.0
ENG00002103,MEM000833,2024-10-25,10,32,15,6,100.0,2024-10-16,No,0.0
ENG00002104,MEM002096,2024-11-15,29,22,8,3,100.0,2024-11-07,No,0.0
ENG00002105,MEM002077,2024-04-01,18,46,5,7,100.0,2024-04-01,No,0.0
ENG00002106,MEM002470,2024-11-03,8,29,0,2,50.5,2024-10-09,No,0.49
ENG00002107,MEM001718,2024-11-11,27,20,11,4,100.0,2024-11-06,No,0.0
ENG00002108,MEM001038,2024-01-09,7,4,4,6,96.0,2023-12-29,No,0.04
ENG00002109,MEM000095,2024-03-09,30,1,1,0,65.5,2024-02-18,No,0.34
ENG00002110,MEM001585,2024-09-28,17,31,14,2,100.0,2024-09-15,No,0.0
ENG00002111,MEM001232,2024-02-16,25,19,5,5,100.0,2024-02-16,No,0.0
ENG00002112,MEM002175,2024-04-02,14,21,14,6,100.0,2024-03-25,No,0.0
ENG00002113,MEM001331,2024-10-29,7,1,2,4,64.5,2024-10-09,No,0.35
ENG00002114,MEM000001,2024-02-25,14,14,10,0,85.0,2024-02-16,No,0.15
ENG00002115,MEM001350,2024-03-20,23,38,9,6,100.0,2024-03-11,No,0.0
ENG00002116,MEM001194,2024-08-22,11,45,13,7,100.0,2024-08-14,No,0.0
ENG00002117,MEM002233,2024-04-24,23,33,8,0,100.0,2024-04-01,No,0.0
ENG00002118,MEM000959,2024-02-11,11,47,5,3,100.0,2024-02-04,No,0.0
ENG00002119,MEM000974,2024-01-26,12,18,6,0,63.0,2024-01-04,No,0.37
ENG00002120,MEM001947,2024-02-01,27,50,12,4,100.0,2024-01-16,No,0.0
ENG00002121,MEM000716,2024-07-30,13,3,6,4,97.5,2024-07-30,No,0.03
ENG00002122,MEM002324,2024-07-12,10,19,5,1,64.5,2024-06-23,No,0.35
ENG00002123,MEM000921,2024-07-15,4,2,11,3,94.0,2024-06-23,No,0.06
ENG00002124,MEM001448,2024-09-09,13,0,0,0,26.0,2024-08-19,No,0.74
ENG00002125,MEM001896,2024-12-09,13,38,9,1,100.0,2024-11-18,No,0.0
